comment,date,sentiment
"Obama got completely brainwashed by Chairman Mao. He's definitely a negative force. Man. We have been suffering for 8 years! He doesn't know what he's doing. He just enjoys the title of King of the world and plays a lot of golf. He's not a cheer leader, he's a black hole.",2016-10-28T14:23:17Z,0
Epic! He's opening a new era!,2016-10-26T17:56:55Z,1
I'm taking a shit while watching this. what's coming out is what this is.,2016-10-23T10:34:27Z,1
"A dark, DARK day in American history.",2016-10-21T04:01:19Z,-1
"Hiw can he create jobs if he keeps saying ""You're fired.""?",2016-10-20T15:39:22Z,1
I'm with Trump in Germany #TrumpTrain,2016-10-09T22:07:40Z,1
The energy is off the charts for this man. Fantastic!,2016-09-23T19:51:57Z,1
This moment is historic.,2016-09-23T18:32:46Z,1
Finally a man who has stuck to his word! Latinos4Trump,2016-09-19T19:30:17Z,-1
Suicide rates doubled after this day in America,2016-07-02T15:21:37Z,-1
"""and some I assume are good people"" not the majority of immigrants are good people, SOME I ASSUME a double negative to really hint that the minority are actually a majority, it's so incredibly racist it's amazing he made it past this comment.",2016-03-27T21:03:46Z,1
Well that was poorly articulated,2016-03-04T07:08:27Z,-1
yay trump has won 10 States since joining the campaign,2016-03-03T03:11:46Z,1
And so it began,2016-02-25T19:31:53Z,0
Cruz will make America great again.,2016-02-02T06:16:16Z,1
Lol! Cruz wins Iowa!,2016-02-02T06:15:59Z,1
trump 2016!,2016-01-12T15:12:51Z,1
Donald Duck!,2015-06-17T04:16:34Z,0
Going to be an interesting campaign run for sure. I would like to hear some other professional perspectives of this guy.,2015-06-16T23:16:02Z,1
Presidential campaign  or a clan rally I was all in I was just hoping he didn't duly anything about Obama not that I care about the guy but I was like yhis is your moment to prove to us why you should be not why someone else who is already on there way out should never had been. Second if this guy get elected prepare to see a lot of dumb shit that will only benefit the wealthy happen ahh o well and vets have been abandoned since forever it nice for someone to say they want to change that but this dude don't know nothing bout no military stand point I can see him going to speak to negotiate truths and when it goes south he's going to say your fired hahahahaha I'd rather have Hilary ,2015-06-16T22:50:13Z,1
laughtears,2015-06-16T22:08:44Z,0
"1st, and amazing speech!",2015-06-16T21:40:18Z,1
