comment,date,sentiment,Positivo,Negativo,Neutro
damn that kid gonna faint,2016-11-09T19:41:57Z,-1,0,1,0
"They are seriously playing ""You Can't Always Get What You Want"" ...",2016-11-09T19:41:34Z,-1,0,1,0
HAHA YES TRUMP FUCK YOU HILLARY VOTERS,2016-11-09T19:41:15Z,1,1,0,0
I swear if trump try some dumb shit people gonna fuck him up,2016-11-09T19:40:31Z,-1,0,1,0
he needs an english teacher,2016-11-09T19:40:29Z,-1,0,1,0
I wish I could watch is MILF wife instead of a bored kid shifting in his shoes.,2016-11-09T19:40:20Z,-1,0,1,0
No matter what happens JESUS is still THE KING OVER EVERYTHING STILL ON HIS THRONE AND NOTHING SURPRISES HIM!!!,2016-11-09T19:40:15Z,-1,0,1,0
his son has the ken bone tie!!! AHAHA,2016-11-09T19:40:12Z,1,1,0,0
"Trump DAY ONE: worldwide stock market crash.

That's DAY ONE.",2016-11-09T19:40:01Z,-1,0,1,0
although trump which I'm upset about in 2020 we have a chance and we can hope that there will be better candidates in the future,2016-11-09T19:39:40Z,-1,0,1,0
FUCK DONALD TRUMP! FUCK DONALD TRUMP! FUCK DONALD TRUMP! FUCK DONALD TRUMP! FUCK DONALD TRUMP! FUCK DONALD TRUMP! FUCK DONALD TRUMP!,2016-11-09T19:39:24Z,-1,0,1,0
I'm embarrassed by our country.,2016-11-09T19:39:12Z,-1,0,1,0
"OMG LISTEN REALLY CLOSELY AT 9:49 SOMEONE YELLS ""KILL OBAMA"" AND THAT KIDS EYES SHOT OPEN OMG😭😂😂",2016-11-09T19:39:07Z,-1,0,1,0
I'm from Romania. Guess I'll better start learning russian.,2016-11-09T19:38:53Z,1,1,0,0
"Trump is gonna start World War 3, the wall is a good idea but i can't trust him having that great power by ruling America well i hope nothing happens to Asia Europa Scandinavia and stuff, Well i hope evrything goes good.",2016-11-09T19:38:30Z,1,1,0,0
So does anybody know if the purge is tonight or tomorrow night?,2016-11-09T19:38:28Z,-1,0,1,0
And now we experience the death of the conservative movement in America.  Donald will kill it and we won't have to be here again for a long time.,2016-11-09T19:37:46Z,-1,0,1,0
Maybe Donald will be more presidential from here on out.  Let's see how it goes I reckon.,2016-11-09T19:37:45Z,1,1,0,0
Remember When Trump was In WWE?,2016-11-09T19:37:45Z,0,0,0,1
1933,2016-11-09T19:37:45Z,0,0,0,1
failure,2016-11-09T19:37:26Z,-1,0,1,0
K E K    W I L L E D    I T !,2016-11-09T19:37:07Z,0,0,0,1
Good job America... *claps sarcastically*,2016-11-09T19:37:05Z,1,1,0,0
"I see,  many liberals are angry.  We all have enough of shootings,  political correctness,  and career politicians.",2016-11-09T19:37:00Z,0,0,0,1
Our new Overlord.,2016-11-09T19:36:59Z,1,1,0,0
"Let´s just hope he withdraw from Syria. In the very best case, we can maybe even hope that TTIP and TPP break down without the USA. But his environmental politics will be a disaster.",2016-11-09T19:36:59Z,-1,0,1,0
Wow that's a lot of hicks,2016-11-09T19:36:58Z,1,1,0,0
"The way to fight back against someone like this is not to 'accept' him and give up. The way to fight back is to fight with peaceful protests and rebel against this horrific human being that you Americans now have to call President. Do not accept him, fight back, you have freedom of speech, use it.",2016-11-09T19:36:51Z,-1,0,1,0
yep... anything can happen,2016-11-09T19:36:42Z,-1,0,1,0
What a bunch of bullshit.,2016-11-09T19:36:38Z,-1,0,1,0
32:30 I thought it was psycho dad at first 😂😂,2016-11-09T19:36:37Z,-1,0,1,0
You know whats really blowing my mind? America actually chose Dick over Pussy. And for the next 4 years America has to sleep with that every night. You can't never say America never made a Gay Call.,2016-11-09T19:36:33Z,-1,0,1,0
either pence is farsighted or someone is shining a brightlight light in his face at all angles,2016-11-09T19:36:30Z,1,1,0,0
"Now this conman has to deliver and he hasn't got a clue, one thing is certain he still won't pay tax but will expect you too, all his buddies waiting in the wings for presdetuous contracts  / usual back handers will do well out of it, he will make billions more and the American people will end up even more disliked and isolated  this guy is nothing more than a big headed Bullshiting meglamaniac, well done America you have just gone backward in time.",2016-11-09T19:36:30Z,-1,0,1,0
"One of the craziest things I've seen in this election is, that only about half of the people eligible to vote in your country actually vote. 324 million people and only 124 million (roughly) voted around wow! Can't complain if you don't vote!",2016-11-09T19:36:29Z,1,1,0,0
"Did anyone else hear someone yell ""kill Obama"" and that kids eyes shot open for a second 😳",2016-11-09T19:36:19Z,-1,0,1,0
"Amazing Mr.President!!! you made it!!!! God bless you and the United States of America!!!!  At this moment, I imagined, how that day would be when the Lord Jesus Christ comes back in all His glory and honor!!! How it's gonna be when He rules the nations with all His might and power!!!!! So dear President , I plead you that you put God first and honor Him with all heart, mind and soul!!!!!! God bless you!!",2016-11-09T19:36:18Z,1,1,0,0
Angry white men won the election,2016-11-09T19:36:17Z,-1,0,1,0
LOL!! the poor kid!,2016-11-09T19:35:54Z,-1,0,1,0
GREAT SONG FOR THE HILLARY SUPPORTERS   BUT HIS ENTIRE FAMILY LOOKS LIKE EVIL INCARNATED  WE ARE IN FOR A VERY RUDE AWAKENING,2016-11-09T19:35:45Z,0,0,0,1
"hes a cool pres an all, but why does his kid look like hes aboutta cry and looks angry?",2016-11-09T19:35:34Z,-1,0,1,0
"Trump's son be like ""I'm too cool for this shit""...",2016-11-09T19:35:28Z,1,1,0,0
"How was that appropriate ""walking off stage"" music?",2016-11-09T19:35:24Z,1,1,0,0
A nation of over 318 million people and Donald Trump is the best we can do. This is beyond pathetic.,2016-11-09T19:35:23Z,-1,0,1,0
"awwwww, I love seeing all the but hurt Hillary supporters crying :)",2016-11-09T19:35:08Z,-1,0,1,0
I think Mr. Trump's older sons should stand by him.,2016-11-09T19:35:01Z,1,1,0,0
My second concern aside from trump is the first lady. I have no problem with immigrants but an immigrant for our first lady? the mother of our country? I can't even understand her English. she is a young uneducated trophy wife. she is no Nancy Reagan or Jackie Kennedy. she will not go to the streets and help sick children or take off her louis vitton dress in exchange for street clothes to help the needy. the first lady is more connected to the people sometimes more than the president..and America needs a smart educated mother who will be the mother of America,2016-11-09T19:34:49Z,1,1,0,0
"DONALD TRUMP, DONALD TRUMP! Yessss",2016-11-09T19:34:19Z,1,1,0,0
It's funny how everyone expected Hillary to win?,2016-11-09T19:34:18Z,1,1,0,0
america is fucked,2016-11-09T19:34:02Z,0,0,0,1
His son has a mini comb over too😂😂😂 dead,2016-11-09T19:33:49Z,-1,0,1,0
This is gonna get ugly real fast,2016-11-09T19:33:33Z,-1,0,1,0
I feel for that kid he clearly did not want to be there.,2016-11-09T19:33:31Z,-1,0,1,0
What is his kid doing at 9:13,2016-11-09T19:33:19Z,1,1,0,0
"After all, majority of American voted for Trump to be president :)",2016-11-09T19:32:45Z,1,1,0,0
"So let me get this straight, a man who's lived his entire life as a privileged elite, has more buildings named after him than people have fingers and toes, and quite literally lies more than half the time he speaks is the voice of the ""common man""? This is what's representing the US now? Ok just checking",2016-11-09T19:32:40Z,1,1,0,0
people please stop this bickering look i know your not happy about what  happened or maybe you are but the american people have spoken and they have spoken clearly we must all as not just Americans but as global citizens unite and give the president and vice president elect our fullest support believe me in private i have said some nasty shit about the president and vice president elect and however mad or angry or disappointed you or i may feel and believe me i understand the beauty is in america as has been the case in the past 240 years if in four years you are unimpressed with this new administration you have the power to choose a new president or you can also keep them in office i wish president elect trump his beautiful wife the  next first lady melania and their entire family as well as vice president elect pence his lovely wife the next second lady Karen and their 3 children a successful journey as they guide this country for the next 4 or 8 years for those voted for this ticket congratulations to those who voted against realize that if you think the world is ending   remember its tomorrow in Australia all i ask is that we treat we each other and the new administration now although i am an atheist may god bless all of you and may god bless the united states,2016-11-09T19:32:31Z,1,1,0,0
"all i read in the comment section are sore losers. Just STFU and accept your new daddy. You dont like it? GET THE FUCK OUT OF THIS COUNTRY, we dont need cowards like you. Canada is willing to help you pack your bags.",2016-11-09T19:32:26Z,-1,0,1,0
MAY GOD SAVE US ALL,2016-11-09T19:32:14Z,1,1,0,0
🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻,2016-11-09T19:32:11Z,0,0,0,1
White people.,2016-11-09T19:31:48Z,1,1,0,0
Great Speech writer.   And nice use of the TelePrompTers. :),2016-11-09T19:31:41Z,1,1,0,0
i dont know whats harder to watch... Trumps speech or the awkward kid in the back. Good luck America,2016-11-09T19:31:35Z,-1,0,1,0
9:12 the kid looks like hes about to have an aneurysm,2016-11-09T19:30:56Z,-1,0,1,0
look at all those idiots cheering for trump,2016-11-09T19:30:46Z,-1,0,1,0
🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏿🖕🏿🖕🏿,2016-11-09T19:30:45Z,0,0,0,1
I seen 1 black girl around like 17:15 ...R.I.P America.,2016-11-09T19:30:44Z,1,1,0,0
i cant believe america did that to itself...,2016-11-09T19:30:41Z,-1,0,1,0
america was never great,2016-11-09T19:30:38Z,-1,0,1,0
Now the Democrats feeling mad dumb for conspiring against Bernie 😖😖😖,2016-11-09T19:30:36Z,-1,0,1,0
go trump,2016-11-09T19:30:34Z,1,1,0,0
Well I'm going to live in china,2016-11-09T19:30:34Z,1,1,0,0
At the beginning : wait that's not trump,2016-11-09T19:30:28Z,1,1,0,0
Fck u Donald trump 👹🔫💉👹🖕🏻🖕🏻🖕🏻,2016-11-09T19:30:24Z,1,1,0,0
America is fucked prepare for the end,2016-11-09T19:30:09Z,-1,0,1,0
"He basically said something nice about everyone, except his wife... The look on her face right after is priceless.",2016-11-09T19:30:05Z,1,1,0,0
"Great. Good job America. THE MEME IS OVER. This Jackass is in a position of power, when society breaks down, y'all can go make your own damn country. Have fun burning in hell with this racist piece of shit.",2016-11-09T19:29:59Z,-1,0,1,0
S H O U L D   H A V E   B E E N   B E R N I E,2016-11-09T19:29:45Z,-1,0,1,0
The kid needs to go to the restroom Lol!,2016-11-09T19:29:44Z,0,0,0,1
His son must be drid,2016-11-09T19:29:36Z,1,1,0,0
"I swear that kid is drugged up but when one of his savage supporters screamed ""kill Obama"" that woke him up",2016-11-09T19:29:32Z,-1,0,1,0
This song would have been for appropriate if he lost and was doing a concession speech,2016-11-09T19:29:24Z,-1,0,1,0
"Do ya'll realize you just made America the laughing stock of the world??? never has it been heard of a successful country ran by a reality clown who can't even make a proper presidential  speech. 
America welcome to the third world.",2016-11-09T19:29:06Z,1,1,0,0
"look I'm getting over Trump winning, but why did he have to ruin one of my favorite Frank Sinatra songs and add it to his campaign",2016-11-09T19:28:52Z,0,0,0,1
"As a French guy who will soon face the same shitty candidate choice that Americans had to, i can't blame anyone for going with the Trump sensation, as there was so few to offer on the other side... But i still think that a man with so much anger and so few qualifications should never be in a position to lead a country. Racism, hatred and fear are now ruling one of the most powerful country in the world... Brace yourselves, nuclear winter is coming !",2016-11-09T19:28:40Z,-1,0,1,0
I'm not afraid of Trump. I'm afraid of Pence. He's a fucking snake looking to restart the Salem Witch Trials.,2016-11-09T19:28:35Z,-1,0,1,0
I'm just here for the comments,2016-11-09T19:28:18Z,1,1,0,0
i hate trump he is a idoit,2016-11-09T19:28:15Z,-1,0,1,0
"I did not know who I was wanting to vote for, but congrats to Trump and Pence.",2016-11-09T19:28:08Z,1,1,0,0
you got to wonder how many couples went home that night and had trump win sex :D,2016-11-09T19:28:01Z,1,1,0,0
"Trump pardon Snowden plz it would show some class after the most evil president on whistle blowers in history.
The escalation of spying on the world has escalated dramatically with the president of ""change"" for the worse.",2016-11-09T19:27:55Z,-1,0,1,0
"""You can't always get what you want"" playing in the end... How accurate.",2016-11-09T19:27:42Z,-1,0,1,0
tell us that aliens are real trump,2016-11-09T19:27:40Z,1,1,0,0
I cant believe this racist won,2016-11-09T19:27:38Z,-1,0,1,0
"I was never a Trump or Clinton supporter.  And for all those bashing the Trump presidency, give him at least 90 days in office to see what his agenda will be first",2016-11-09T19:27:35Z,1,1,0,0
"should have been Bernie , we will never get to feel the bern :((((((",2016-11-09T19:27:16Z,-1,0,1,0
"Wow, less than 24hrs as Presidential Elect and he sounds like every other career politician \i've heard speak",2016-11-09T19:27:12Z,1,1,0,0
I really hope this man knows what hes talking about and turns out to be a good president,2016-11-09T19:26:44Z,-1,0,1,0
"The reasons why she lost are simple, she turned her back on the military crowd and the millions of veterans who protected this country. People like them, are the true American's. People I can look up to.",2016-11-09T19:26:44Z,-1,0,1,0
should have been Ted Cruz,2016-11-09T19:26:41Z,1,1,0,0
What song is playing when he walked out?,2016-11-09T19:26:24Z,1,1,0,0
I don't believe he is racist. I think he wants people who are from his country to follow the laws and he also wants people who aren't from America to follow the laws when on American soil. You've got to respect that.,2016-11-09T19:26:16Z,-1,0,1,0
"Regardless of whether you agree with the election results or not, making negative comments about his 8 year old son is really low. Shameful in fact.",2016-11-09T19:26:11Z,-1,0,1,0
my President,2016-11-09T19:26:02Z,1,1,0,0
Or a teen,2016-11-09T19:25:59Z,1,1,0,0
"TRUMP TRUMP TRUMP!
MAKE AMERICA GREAT AGAIN!!",2016-11-09T19:25:59Z,1,1,0,0
The woman back with bug titties does look like a man,2016-11-09T19:25:49Z,0,0,0,1
His poor son looks so tired...,2016-11-09T19:25:38Z,-1,0,1,0
Look at Trump's son face on 12:06 . He is so scared of Pence.,2016-11-09T19:25:32Z,-1,0,1,0
"Haha, trumps parents are dead",2016-11-09T19:25:29Z,1,1,0,0
"Did someone just yell ""hang Obama!"" in the first 10 minutes?",2016-11-09T19:25:23Z,-1,0,1,0
when u feeling stupid just read the comments below n know there are anti trump supporters,2016-11-09T19:25:18Z,-1,0,1,0
"Kid-oh no, pls your really my dad? I thought it was a fucking dream 😩😭",2016-11-09T19:24:48Z,-1,0,1,0
"look who is talking like he is ruling the world!!!!   
if i were u i would have been careful nd crying fucker.",2016-11-09T19:24:39Z,-1,0,1,0
"My thoughts go out to all Americans.
 
The future looks dark for all minorities Trump has campaigned against, but don't despair when all looks lost.

I honestly wish your people a future of hope and fulfillment, and just remember - fighting for what's right is always worth it.",2016-11-09T19:24:32Z,0,0,0,1
"Who am I?

""Trump won, I'm scared!""

Answer: Every liberal since 11/9",2016-11-09T19:24:28Z,-1,0,1,0
go S.S,2016-11-09T19:24:22Z,0,0,0,1
"Alright then Donald, I'm excited to see the wall that Mexico will pay for.",2016-11-09T19:24:21Z,1,1,0,0
Idc who is the president Just leave me alone,2016-11-09T19:24:19Z,-1,0,1,0
liberal tears and tantrums like they are babies.,2016-11-09T19:24:00Z,-1,0,1,0
"Tv reality star to a president!!

wt has America come into??

glad I don't live there :-)",2016-11-09T19:23:56Z,1,1,0,0
80% of the people there are still in the elementary school,2016-11-09T19:23:42Z,-1,0,1,0
china,2016-11-09T19:23:37Z,0,0,0,1
MAKE MURICA GREAT AGAIN!!!,2016-11-09T19:23:28Z,1,1,0,0
i feel like im watching the purge,2016-11-09T19:23:07Z,-1,0,1,0
WW3,2016-11-09T19:22:59Z,0,0,0,1
YEEEEEHHAWWW!!,2016-11-09T19:22:52Z,0,0,0,1
Wow that was the toughest election ever -Thank You Donald -for walking across the fire for our great nation -much love..,2016-11-09T19:22:52Z,1,1,0,0
Why does Trump sound so sincere?,2016-11-09T19:22:49Z,1,1,0,0
"He closed with: ""I love America"", not the traditional, religious fascist: ""God Bless America"" (with his lap dog, Mike Pence standing right behind him, no less).  That's heartening.   So was the blatant choice to pirate the Stones: CAN'T ALWAYS GET WHAT YOU WANT.  First, he can't possibly have rights and it's not even American!  Hope it's a message to his rabid base.  He should show some real balls and call off DAPL!",2016-11-09T19:22:33Z,-1,0,1,0
"TRUMP, PUTIN, MODI and JINPING are true nationalist... its goods to see how will they work together......",2016-11-09T19:22:32Z,1,1,0,0
Who else is watching the kid more than trump?,2016-11-09T19:22:19Z,1,1,0,0
"so many trump haters, u guys need more knowledge ppl",2016-11-09T19:22:05Z,1,1,0,0
everyone needs to quit hating on trump he's obviously fit for America he won the election if you are in America he is your president rather you like it or not and if not then leave the DAM country no one will miss you with all of your negativity towards our new president,2016-11-09T19:21:58Z,-1,0,1,0
21:28 this song was not soothing i'm still freaking crying -_-,2016-11-09T19:21:55Z,-1,0,1,0
I'm so happy right now!,2016-11-09T19:21:55Z,1,1,0,0
he didn't even have his wife stand next to him,2016-11-09T19:21:42Z,-1,0,1,0
obvious American democracy : not ready for the woman leadership while saying supporting woman in every spectrum,2016-11-09T19:21:35Z,1,1,0,0
f**k u trump,2016-11-09T19:21:18Z,-1,0,1,0
"Such a LIAR this man is.  he said he's build a wall at Mexicos expense.  Aint gonna happen.  He first call people in leadership worthless and good for nothing, but when he reaslized he'd gotten further, he changed his tune to say that they are ""fabulous""!  He said the FIRST thing he will do is lock Clinton up, and criticized her over and over for not doing a good job, now he says that we owe her a great debt for her services.  The HYPOCRITE is LYING already!  man.  Y'all made your bed - lay in it!",2016-11-09T19:20:51Z,1,1,0,0
All hail president Dwayne Elizondo Mountain Dew Herbert Camacho!,2016-11-09T19:20:28Z,1,1,0,0
Baron is autistic. that explains Trump's views on vaccines.,2016-11-09T19:20:22Z,-1,0,1,0
why the fuck is pence wearing a blue tie,2016-11-09T19:20:16Z,-1,0,1,0
The White House is officially trashed .,2016-11-09T19:20:05Z,1,1,0,0
"Thank you GOD!!  Now please right the ship, rid the corruption of DC, and get the government out of our lives.  God bless President Trump.",2016-11-09T19:20:03Z,1,1,0,0
Did someone yell kill Obama at 9:49 or am I just hearing things?????,2016-11-09T19:20:02Z,-1,0,1,0
'Sorry to keep you cmplicated business' lol luv it what a guy a realbusinesman with a backbone I reckon a true leader for usa. He's a human beING he may make mistakes but im sure good work hel do will far outweigh those mistakes. A country if they are going to stick together will make mistakes but make them together and build and learn from them that's ghd making of a great naton. I for an englishman am jelous of such passion leadership. Go Trump!! from england,2016-11-09T19:20:00Z,0,0,0,1
Wow the trump haters you should know that this is not a trump channel it is a news channel so...Don't dislike because of trump having speech...,2016-11-09T19:19:59Z,-1,0,1,0
AMERICA IS GREAT BECAUSE AMERICA IS GOOD,2016-11-09T19:19:54Z,1,1,0,0
Where is he? Where is he? Where is he? XD He doesn't know where anyone is!,2016-11-09T19:19:49Z,1,1,0,0
stupid you say america was not great but now it is stupid,2016-11-09T19:19:42Z,-1,0,1,0
From internet meme to a president,2016-11-09T19:19:33Z,-1,0,1,0
"The kid is probably like ""fuck hurry up I need to play minecraft!""",2016-11-09T19:19:31Z,-1,0,1,0
i dont want him are president but i will respect him,2016-11-09T19:19:28Z,-1,0,1,0
I like how the like dislike bar beautifully represents america,2016-11-09T19:19:26Z,0,0,0,1
"RIP America, I'm moving to Canada.",2016-11-09T19:19:19Z,-1,0,1,0
"Wow! This was very touching, just beautiful. Congratulations America!!🇺🇸 God Bless America🙏Praise God😘",2016-11-09T19:19:03Z,1,1,0,0
Jk,2016-11-09T19:18:59Z,1,1,0,0
"GG WP! No empire lasts for ever U.S.A.... said Rusia and China 😂!

""Grats"" on your win!",2016-11-09T19:18:58Z,1,1,0,0
"dear eddy ,,, don't say that 
this is meaning of election.",2016-11-09T19:18:57Z,-1,0,1,0
"Americans #Trump is all talk. Nothing will change becoz the  Evil1% rule this Muda Fucking World. If  He dares to do Otherwise, He will be killed. Wanna bet?..So Wake up America and smell the coffee!!",2016-11-09T19:18:56Z,0,0,0,1
"guy says""kill Obama"" at 9:45",2016-11-09T19:18:50Z,1,1,0,0
The poor kid is exhausted.  IT IS ABOUT TIME THE WE HAVE A FIRST LADY WITH CLASS.,2016-11-09T19:18:32Z,-1,0,1,0
"All the people who are bitching that Trump won, most likely didn't vote anyways.. You should have voted.. I know the majority on here most likely didn't... all the Trump haters can suck it... everyone who said he couldn't win, or mocked his run.. are eating major crow right now.. I love it.... next time, vote and stop whining about it..",2016-11-09T19:18:14Z,-1,0,1,0
that is an ugly ass family,2016-11-09T19:18:03Z,-1,0,1,0
"1008 ""take care of our great veterans"" was he referring to McKane?",2016-11-09T19:17:55Z,1,1,0,0
"hate it or love him, this was a good speech",2016-11-09T19:17:41Z,-1,0,1,0
xD he is my best friend actually,2016-11-09T19:17:31Z,1,1,0,0
Don't forget to thank Julian Assuage ands WikiLeaks,2016-11-09T19:17:25Z,1,1,0,0
There aren't enough 'fuck yous' available,2016-11-09T19:17:23Z,-1,0,1,0
US will be a laughing stock of the world in the next 4 years.,2016-11-09T19:17:16Z,1,1,0,0
I can't believe it that orange shit stain became the president. Are u happy now non-Hillary voters.,2016-11-09T19:17:11Z,-1,0,1,0
say what you will but i believe this is going to be a great 4 years.,2016-11-09T19:17:07Z,1,1,0,0
"By God's Grace and the will of the people, HE DID IT! Now on to the restoration of the Republic! Long live the Republic!",2016-11-09T19:17:05Z,-1,0,1,0
"If you wanna be President Kiddos, remember this- become a living Meme.",2016-11-09T19:16:52Z,-1,0,1,0
Soros worst day!!!!!!!!!!,2016-11-09T19:16:47Z,-1,0,1,0
WAY TO GO TRUMP! Greetings from the UK and Congrats :)Brexit + Amexit   :),2016-11-09T19:16:47Z,1,1,0,0
"I love that there is no mention of free shit or diversity.
Welcome To The NEW AMERICA! GOD BLESS THE USA. Hey Liberals you can't always get what you want but you just might get what you need!",2016-11-09T19:16:46Z,1,1,0,0
His youngest son wants to get the fuck off that stage lmao,2016-11-09T19:16:28Z,0,0,0,1
Now we can joke about him for 4 yrs.  More fun to come.,2016-11-09T19:16:03Z,1,1,0,0
"Fuck Donald Trump, Fuck Hillary . This world is getting fucked up every fucking day . Just rich motherfuckers taking advantage of the poor . My family is so hard working we build yall's fucking homes and communities fucking Idiot .",2016-11-09T19:15:53Z,-1,0,1,0
None of you dumb corrupt Hillary supporters actually look at the facts and details before making your smug and outrageous comments do you??? Trump had plenty of minorities and educated people of all races voting for him. You look at social media and see what you want to see and speak nonsense...Hillary supporters are what's going to bring this country down. Bunch of hypocrites that can't accept defeat!,2016-11-09T19:15:50Z,-1,0,1,0
His Kid is soo nervous he shouldnt be in the frame lol,2016-11-09T19:15:42Z,-1,0,1,0
"notice how all the old crusty guys who know what real sacrifice is and  who lived in america when it was great are at trumps rally and not a single one at Hillary's. Patriotism is returning, if you want a good life and good country then you have to fucking work for it, you cant sit around and expect everyone to be treated fairly if they don't take the initiative to better themselves.  America was built and has thrived on people who push their way to the top, not holding the hands of those who need to be babysitted or people who cry instead of growing everytime someone has wronged them.  Or else We would just be Britain and America would not even exist",2016-11-09T19:15:42Z,-1,0,1,0
I'm honestly surprised that so many people in this country are this fucking stupid. Good job retards.,2016-11-09T19:15:39Z,-1,0,1,0
#makeamericagreatagain,2016-11-09T19:15:31Z,0,0,0,1
Let me get what that kid is on,2016-11-09T19:15:21Z,1,1,0,0
BOSS,2016-11-09T19:15:19Z,1,1,0,0
He didn't thank omarosa she looked mad,2016-11-09T19:14:30Z,1,1,0,0
I heard Kanye West is running in 2020.,2016-11-09T19:14:24Z,-1,0,1,0
"It is time that Germany will once again become a world power, and Donald Trump helps us.
""And 70 years of eternal winners propaganda against germany has come to an end""",2016-11-09T19:14:23Z,1,1,0,0
HE SHOULD HAVE THANKED GOD FIRST !!,2016-11-09T19:14:21Z,1,1,0,0
fuck Donald Trump,2016-11-09T19:14:21Z,-1,0,1,0
"Jeez kid, put a smile on ur face, ur dad just got elected president!",2016-11-09T19:14:11Z,1,1,0,0
FIRST LIE ; He has not put Hillary in prison !,2016-11-09T19:14:01Z,1,1,0,0
AS LONG AS YOU PUT GOD FIRST .. WITHOUT HIM NOTHING IS POSSIBLE !!,2016-11-09T19:13:57Z,-1,0,1,0
Is the one kid autistic?,2016-11-09T19:13:42Z,-1,0,1,0
"it seems like he doesn't care abt his wife, she is always behind or lost in the crowd. ..they don't look gracious at all...noting compares to Obama",2016-11-09T19:13:39Z,-1,0,1,0
forced . . .  *FORCED ABC to report honestly for once!!!!!*,2016-11-09T19:13:12Z,-1,0,1,0
"Even after all the things he went through, no one even taking him seriously, he still came through. His persistence was unprecedented. I did not agree with him at first, but I think he deserved to win. Hope he does well as president and is not as crazy as he seems.",2016-11-09T19:13:02Z,1,1,0,0
"We should've known that America would shoot itself in the foot; after all, they do love their guns!",2016-11-09T19:12:57Z,0,0,0,1
So many dislikes lol,2016-11-09T19:12:50Z,-1,0,1,0
"did someone just shout ""kill obama""",2016-11-09T19:12:48Z,-1,0,1,0
"As much as I hate trump, he looked so genuinely moved and adorable walking on stage.",2016-11-09T19:12:30Z,-1,0,1,0
this gave me flashbacks to that scene when mufasa was murdered and Scar gave a speech for the New Era lmao,2016-11-09T19:12:15Z,1,1,0,0
"Am I the only one to notice someone screaming ""KILL OBAMA"" at 9:46?",2016-11-09T19:12:15Z,-1,0,1,0
"Trump will make america fall not better, he will make war with many countries and end up in WW3",2016-11-09T19:12:12Z,0,0,0,1
"Kim Jong has a brother, he goes by the name Donald J. Trump #shamerica",2016-11-09T19:12:10Z,1,1,0,0
Look at that kid next to Trump (his son?) is there something with him? or is he just incredibly nervous and tired?,2016-11-09T19:12:06Z,-1,0,1,0
trump! yuuuuup we woooon!,2016-11-09T19:11:55Z,1,1,0,0
"Ew ew ew ew ew ew Mike Pence 
B U R N I T",2016-11-09T19:11:50Z,-1,0,1,0
I became a Christian several years ago but I voted Democrat.  Sorry Mr President.  My faith has gotten stronger.  USA!USA!USA!,2016-11-09T19:11:42Z,1,1,0,0
The corruption is finally over!!! FUCK YEAHHH ✊,2016-11-09T19:11:42Z,0,0,0,1
You think this dude will last 4 years as a president he's 70 sooner or later he will die of health issues,2016-11-09T19:11:28Z,-1,0,1,0
Holy shit Vice P's daughter are tidy. Trump will be bumping those.,2016-11-09T19:11:16Z,-1,0,1,0
4 more years of Saturday night live . Baldwin is doing great,2016-11-09T19:11:09Z,1,1,0,0
*Now it's time to teach China & Iran and other puke nations a lesson.*,2016-11-09T19:10:51Z,-1,0,1,0
"trump will change for the better thank god, I almost wanted hilary to win so everyone who voted for her could see america finally fall the fuck apart, and us trump supporters could say we told you so, Thank god trump is going to save us and you hilary fucks will be grateful without even knowing it. ""Hilary because we need a women as a president"" we need a women, empowerment, FUCK YEAH, UH FUCK NO, what rights do women have that men dont and vice versa, FUCKING NONE, we are the same. Its not the presidents job to empower women, thats the way society views it that men should be the breadwinner etc, Society made that impression, not the president, not any laws, we are all the same, It is society that put the view and stereotype on everything, so dont base your vote on because she is a women and going to empower, that wouldnt happen because society would still think a man, SO CHANGE SOCIETY views like holy shit so dumb.",2016-11-09T19:10:47Z,-1,0,1,0
Wouldn't Trump at least want his wife by his side. No women in the shot whatsoever.,2016-11-09T19:10:44Z,-1,0,1,0
lol that presidential music and Trump do not go together,2016-11-09T19:10:40Z,1,1,0,0
"Never felt so good to be Canadians! And no, we don't want you in here, keep your crazy in your country :)",2016-11-09T19:10:40Z,-1,0,1,0
"Though God's sovereignty is not yet recognized by all, it will be in the end of days. We are a holy nation and have ONE king! Trust in his kingship. The world and its benefits do not belong to us. What we possess, we hold in trust from God. Amen 
God Bless America Always",2016-11-09T19:10:38Z,1,1,0,0
The kid looks high af!,2016-11-09T19:10:28Z,-1,0,1,0
I can smell the bullshit coming out of his mouth through my phone screen.,2016-11-09T19:10:15Z,-1,0,1,0
😅😅😅😅😅😅😅😅he's a joke!!!!!,2016-11-09T19:10:13Z,0,0,0,1
why is there young son such a werido lol he was like pulling on his neck n shit lel,2016-11-09T19:09:32Z,-1,0,1,0
"Anyone else wanna come with me to live in Antarctica?
Hey, at least we don't need to worry about getting fucking bombed up there.",2016-11-09T19:09:23Z,1,1,0,0
That kid looks bored out of his mind.,2016-11-09T19:09:18Z,-1,0,1,0
your fuc*ing facist sh*t,2016-11-09T19:09:14Z,-1,0,1,0
thank you lord for your chosen anointed  one god bless him and his family keep them in your reach and tucked safely under your wing for america will be great again this from all our supporters in NZ GOD BLESS AMERICA AND MAKE AMERICA GREAT AGAIN AMEN.,2016-11-09T19:08:56Z,1,1,0,0
